Country,Income_group,Code,Year,Cereal_energy_share,GDP,Population
Brazil,Upper middle income,BRA,1870,,,9841009
Brazil,Upper middle income,BRA,1955,,,62701036
Brazil,Upper middle income,BRA,1822,,,4652592
Brazil,Upper middle income,BRA,1839,,,6083309
Brazil,Upper middle income,BRA,1780,,,1959026
Brazil,Upper middle income,BRA,2005,37,12565.94140625,186797344
Brazil,Upper middle income,BRA,1927,,,31828179
Brazil,Upper middle income,BRA,2007,36,13564.994140625,190779456
Brazil,Upper middle income,BRA,2008,35,14114.974609375,192672320
Brazil,Upper middle income,BRA,1986,,,139643360
Brazil,Upper middle income,BRA,1890,,,14310406
Brazil,Upper middle income,BRA,1847,,,6901404
Brazil,Upper middle income,BRA,1959,,,70880824
Brazil,Upper middle income,BRA,1833,,,5534032
Brazil,Upper middle income,BRA,1837,,,5894412
Brazil,Upper middle income,BRA,1838,,,5988115
Brazil,Upper middle income,BRA,1992,39,10211.2978515625,155900784
Brazil,Upper middle income,BRA,1982,,,128065104
Brazil,Upper middle income,BRA,1790,,,2349320
Brazil,Upper middle income,BRA,1983,,,130977376
Brazil,Upper middle income,BRA,1802,,,2651763
Brazil,Upper middle income,BRA,1888,,,13742706
Brazil,Upper middle income,BRA,2010,34,14873.2080078125,196353504
Brazil,Upper middle income,BRA,1866,,,9238516
Brazil,Upper middle income,BRA,1987,,,142466272
Brazil,Upper middle income,BRA,1980,,,122288384
Brazil,Upper middle income,BRA,1849,,,7121679
Brazil,Upper middle income,BRA,1850,,,7233093
Brazil,Upper middle income,BRA,1854,,,7691472
Brazil,Upper middle income,BRA,1989,,,148003424
Brazil,Upper middle income,BRA,1823,,,4726555
Brazil,Upper middle income,BRA,2003,36,11786.333984375,182629280
Brazil,Upper middle income,BRA,1825,,,4878026
Brazil,Upper middle income,BRA,1876,,,10985124
Brazil,Upper middle income,BRA,1827,,,5034351
Brazil,Upper middle income,BRA,1932,,,35225560
Brazil,Upper middle income,BRA,1828,,,5114382
Brazil,Upper middle income,BRA,2009,35,13962.2587890625,194517552
Brazil,Upper middle income,BRA,1960,,,73092520
Brazil,Upper middle income,BRA,2011,34,15323.3310546875,198185296
Brazil,Upper middle income,BRA,1999,36,11272.70703125,173486272
Brazil,Upper middle income,BRA,2000,35,11600.9482421875,175873712
Brazil,Upper middle income,BRA,2013,,15805.22265625,201721776
Brazil,Upper middle income,BRA,2014,,15749.51171875,203459648
Brazil,Upper middle income,BRA,1740,,,996207
Brazil,Upper middle income,BRA,1924,,,29948725
Brazil,Upper middle income,BRA,1925,,,30562543
Brazil,Upper middle income,BRA,1928,,,32480517
Brazil,Upper middle income,BRA,1500,,,18737944
Brazil,Upper middle income,BRA,2018,,14668.255859375,210166592
Brazil,Upper middle income,BRA,1933,,,35947139
Brazil,Upper middle income,BRA,1891,,,14625437
Brazil,Upper middle income,BRA,1848,,,7011116
Brazil,Upper middle income,BRA,1836,,,5802174
Brazil,Upper middle income,BRA,1830,,,5278282
Brazil,Upper middle income,BRA,1851,,,7346153
Brazil,Upper middle income,BRA,1895,,,16066699
Brazil,Upper middle income,BRA,1981,,,125168064
Brazil,Upper middle income,BRA,1862,,,8691032
Brazil,Upper middle income,BRA,1856,,,7930032
Brazil,Upper middle income,BRA,1984,,,133888776
Brazil,Upper middle income,BRA,2016,,14451.1533203125,206859584
Brazil,Upper middle income,BRA,1985,,,136783184
Brazil,Upper middle income,BRA,1865,,,9098494
Brazil,Upper middle income,BRA,1867,,,9380693
Brazil,Upper middle income,BRA,1988,,,145253984
Brazil,Upper middle income,BRA,1936,,,38201781
Brazil,Upper middle income,BRA,1937,,,38984326
Brazil,Upper middle income,BRA,1954,,,60827596
Brazil,Upper middle income,BRA,1821,,,4567718
Brazil,Upper middle income,BRA,1871,,,10013136
Brazil,Upper middle income,BRA,2002,35,11800.8408203125,180476688
Brazil,Upper middle income,BRA,1910,,,22368378
Brazil,Upper middle income,BRA,1200,,,13798109
Brazil,Upper middle income,BRA,2006,37,12922.1552734375,188820688
Brazil,Upper middle income,BRA,1400,,,16259659
Brazil,Upper middle income,BRA,1600,,,887751
Brazil,Upper middle income,BRA,1829,,,5195686
Brazil,Upper middle income,BRA,1710,,,634152
Brazil,Upper middle income,BRA,1831,,,5362191
Brazil,Upper middle income,BRA,1953,,,59025680
Brazil,Upper middle income,BRA,1760,,,1382553
Brazil,Upper middle income,BRA,1750,,,1170484
Brazil,Upper middle income,BRA,1834,,,5622007
Brazil,Upper middle income,BRA,1855,,,7809841
Brazil,Upper middle income,BRA,1923,,,29347235
Brazil,Upper middle income,BRA,1900,,,18063384
Brazil,Upper middle income,BRA,1926,,,31188942
Brazil,Upper middle income,BRA,1929,,,33146151
Brazil,Upper middle income,BRA,1803,,,2731066
Brazil,Upper middle income,BRA,2019,,14763.8720703125,211782880
Brazil,Upper middle income,BRA,2020,,14063.982421875,213196304
Brazil,Upper middle income,BRA,-10000,,,415019
Brazil,Upper middle income,BRA,1730,,,852424
Brazil,Upper middle income,BRA,1893,,,15321712
Brazil,Upper middle income,BRA,1894,,,15689785
Brazil,Upper middle income,BRA,1938,,,39782902
Brazil,Upper middle income,BRA,2001,35,11602.5,178211888
Brazil,Upper middle income,BRA,1859,,,8301818
Brazil,Upper middle income,BRA,1940,,,41583140
Brazil,Upper middle income,BRA,1863,,,8824784
Brazil,Upper middle income,BRA,1864,,,8960594
Brazil,Upper middle income,BRA,1993,38,10537.2734375,158440864
Brazil,Upper middle income,BRA,1947,,,49792125
Brazil,Upper middle income,BRA,1995,37,11254.1171875,163515328
Brazil,Upper middle income,BRA,1868,,,9525057
Brazil,Upper middle income,BRA,1892,,,14962274
Brazil,Upper middle income,BRA,1952,,,57283340
Brazil,Upper middle income,BRA,1819,,,4367303
Brazil,Upper middle income,BRA,1820,,,4472454
Brazil,Upper middle income,BRA,1770,,,1641561
Brazil,Upper middle income,BRA,1100,,,12567394
Brazil,Upper middle income,BRA,1000,,,11336610
Brazil,Upper middle income,BRA,1909,,,21899583
Brazil,Upper middle income,BRA,1826,,,4955572
Brazil,Upper middle income,BRA,1911,,,22846544
Brazil,Upper middle income,BRA,1915,,,24858721
Brazil,Upper middle income,BRA,1700,,,551256
Brazil,Upper middle income,BRA,1917,,,25929959
Brazil,Upper middle income,BRA,1720,,,733301
Brazil,Upper middle income,BRA,1919,,,27037602
Brazil,Upper middle income,BRA,1832,,,5447434
Brazil,Upper middle income,BRA,1921,,,28176472
Brazil,Upper middle income,BRA,-7000,,,938353
Brazil,Upper middle income,BRA,1939,,,40648271
Brazil,Upper middle income,BRA,-6000,,,1231605
Brazil,Upper middle income,BRA,-2000,,,3654791
Brazil,Upper middle income,BRA,-1000,,,4796876
Brazil,Upper middle income,BRA,1861,,,8559308
Brazil,Upper middle income,BRA,100,,,6745662
Brazil,Upper middle income,BRA,1931,,,34518393
Brazil,Upper middle income,BRA,1930,,,33825351
Brazil,Upper middle income,BRA,1805,,,2896856
Brazil,Upper middle income,BRA,1806,,,2983488
Brazil,Upper middle income,BRA,1807,,,3072711
Brazil,Upper middle income,BRA,1808,,,3164601
Brazil,Upper middle income,BRA,900,,,11133808
Brazil,Upper middle income,BRA,1908,,,21439977
Brazil,Upper middle income,BRA,1906,,,20548251
Brazil,Upper middle income,BRA,1896,,,16452668
Brazil,Upper middle income,BRA,1897,,,16847909
Brazil,Upper middle income,BRA,1300,,,15028854
Brazil,Upper middle income,BRA,0,,,6295920
Brazil,Upper middle income,BRA,200,,,7227475
Brazil,Upper middle income,BRA,300,,,7743694
Brazil,Upper middle income,BRA,1997,36,11524.111328125,168546704
Brazil,Upper middle income,BRA,1869,,,9678407
Brazil,Upper middle income,BRA,700,,,10204762
Brazil,Upper middle income,BRA,800,,,10933721
Brazil,Upper middle income,BRA,-8000,,,714937
Brazil,Upper middle income,BRA,1922,,,28757825
Brazil,Upper middle income,BRA,1905,,,20116394
Brazil,Upper middle income,BRA,1809,,,3259240
Brazil,Upper middle income,BRA,1810,,,3359625
Brazil,Upper middle income,BRA,1898,,,17252644
Brazil,Upper middle income,BRA,1941,,,42590310
Brazil,Upper middle income,BRA,1912,,,23334267
Brazil,Upper middle income,BRA,1916,,,25388691
Brazil,Upper middle income,BRA,1914,,,24339814
Brazil,Upper middle income,BRA,1918,,,26479919
Brazil,Upper middle income,BRA,1998,35,11387.623046875,171039808
Brazil,Upper middle income,BRA,1920,,,27603092
Brazil,Upper middle income,BRA,600,,,9524482
Brazil,Upper middle income,BRA,1907,,,20989379
Brazil,Upper middle income,BRA,1904,,,19693613
Brazil,Upper middle income,BRA,1948,,,51115291
Brazil,Upper middle income,BRA,1946,,,48503211
Brazil,Upper middle income,BRA,1811,,,3460096
Brazil,Upper middle income,BRA,-5000,,,1616463
Brazil,Upper middle income,BRA,1945,,,47247661
Brazil,Upper middle income,BRA,-9000,,,544715
Brazil,Upper middle income,BRA,1817,,,4129262
Brazil,Upper middle income,BRA,1994,38,10973.25390625,160980480
Brazil,Upper middle income,BRA,1818,,,4252750
Brazil,Upper middle income,BRA,1899,,,17657865
Brazil,Upper middle income,BRA,1934,,,36683499
Brazil,Upper middle income,BRA,1935,,,37434943
Brazil,Upper middle income,BRA,1902,,,18874521
Brazil,Upper middle income,BRA,1816,,,4009360
Brazil,Upper middle income,BRA,1943,,,44833224
Brazil,Upper middle income,BRA,1913,,,23831738
Brazil,Upper middle income,BRA,1950,,,53955360
Brazil,Upper middle income,BRA,1944,,,46024612
Brazil,Upper middle income,BRA,1951,,,55591060
Brazil,Upper middle income,BRA,500,,,8889471
Brazil,Upper middle income,BRA,1901,,,18469004
Brazil,Upper middle income,BRA,1949,,,52508525
Brazil,Upper middle income,BRA,-4000,,,2121616
Brazil,Upper middle income,BRA,1942,,,43672675
Brazil,Upper middle income,BRA,400,,,8296914
Brazil,Upper middle income,BRA,1813,,,3670143
Brazil,Upper middle income,BRA,1814,,,3779900
Brazil,Upper middle income,BRA,1996,36,11321.3896484375,166037120
Brazil,Upper middle income,BRA,1903,,,19279718
Brazil,Upper middle income,BRA,1815,,,3892940
Brazil,Upper middle income,BRA,1812,,,3563572
Brazil,Upper middle income,BRA,-3000,,,2784611
British Virgin Islands,High income,VGB,1994,,,17275
British Virgin Islands,High income,VGB,1962,,,7922
British Virgin Islands,High income,VGB,1992,,,16497
British Virgin Islands,High income,VGB,2015,,,29394
British Virgin Islands,High income,VGB,1995,,,17693
British Virgin Islands,High income,VGB,1978,,,10754
British Virgin Islands,High income,VGB,1952,,,7394
British Virgin Islands,High income,VGB,2020,,,30934
British Virgin Islands,High income,VGB,1950,,,7379
British Virgin Islands,High income,VGB,1951,,,7390
British Virgin Islands,High income,VGB,2016,,,29763
British Virgin Islands,High income,VGB,1979,,,10895
British Virgin Islands,High income,VGB,1977,,,10599
British Virgin Islands,High income,VGB,1954,,,7498
British Virgin Islands,High income,VGB,1961,,,7909
British Virgin Islands,High income,VGB,1959,,,7789
British Virgin Islands,High income,VGB,1996,,,18144
British Virgin Islands,High income,VGB,2011,,,27984
British Virgin Islands,High income,VGB,1993,,,16875
British Virgin Islands,High income,VGB,2021,,,31145
British Virgin Islands,High income,VGB,2001,,,20685
British Virgin Islands,High income,VGB,1991,,,16111
British Virgin Islands,High income,VGB,2002,,,21308
British Virgin Islands,High income,VGB,1981,,,11493
British Virgin Islands,High income,VGB,1980,,,11129
British Virgin Islands,High income,VGB,1965,,,8040
British Virgin Islands,High income,VGB,1966,,,8163
British Virgin Islands,High income,VGB,1998,,,19101
British Virgin Islands,High income,VGB,1963,,,7943
British Virgin Islands,High income,VGB,1955,,,7541
British Virgin Islands,High income,VGB,1989,,,15118
British Virgin Islands,High income,VGB,1988,,,14620
British Virgin Islands,High income,VGB,1990,,,15646
British Virgin Islands,High income,VGB,2019,,,30631
British Virgin Islands,High income,VGB,2018,,,30359
British Virgin Islands,High income,VGB,2014,,,29000
British Virgin Islands,High income,VGB,2012,,,28440
British Virgin Islands,High income,VGB,1986,,,13681
British Virgin Islands,High income,VGB,2003,,,22004
British Virgin Islands,High income,VGB,1997,,,18610
British Virgin Islands,High income,VGB,1957,,,7614
British Virgin Islands,High income,VGB,1964,,,7975
British Virgin Islands,High income,VGB,1958,,,7687
British Virgin Islands,High income,VGB,1960,,,7871
British Virgin Islands,High income,VGB,2010,,,27578
British Virgin Islands,High income,VGB,1975,,,10303
British Virgin Islands,High income,VGB,2008,,,26139
British Virgin Islands,High income,VGB,2013,,,28683
British Virgin Islands,High income,VGB,1976,,,10449
British Virgin Islands,High income,VGB,1953,,,7431
British Virgin Islands,High income,VGB,1956,,,7568
British Virgin Islands,High income,VGB,1999,,,19610
British Virgin Islands,High income,VGB,1982,,,11910
British Virgin Islands,High income,VGB,1972,,,9924
British Virgin Islands,High income,VGB,2000,,,20126
British Virgin Islands,High income,VGB,2006,,,24344
British Virgin Islands,High income,VGB,1987,,,14140
British Virgin Islands,High income,VGB,1974,,,10166
British Virgin Islands,High income,VGB,1970,,,9600
British Virgin Islands,High income,VGB,1983,,,12335
British Virgin Islands,High income,VGB,2017,,,30084
British Virgin Islands,High income,VGB,2009,,,27067
British Virgin Islands,High income,VGB,2005,,,23522
British Virgin Islands,High income,VGB,1973,,,10039
British Virgin Islands,High income,VGB,1985,,,13224
British Virgin Islands,High income,VGB,1984,,,12778
British Virgin Islands,High income,VGB,1971,,,9831
British Virgin Islands,High income,VGB,1968,,,8668
British Virgin Islands,High income,VGB,1969,,,9139
British Virgin Islands,High income,VGB,1967,,,8361
British Virgin Islands,High income,VGB,2004,,,22740
British Virgin Islands,High income,VGB,2007,,,25215
Brunei,High income,BRN,1874,,,7279
Brunei,High income,BRN,2013,,66715.6953125,411704
Brunei,High income,BRN,2012,,69090.34375,406637
Brunei,High income,BRN,1911,,,23239
Brunei,High income,BRN,1986,,,229827
Brunei,High income,BRN,1875,,,7512
Brunei,High income,BRN,1872,,,6853
Brunei,High income,BRN,1832,,,2910
Brunei,High income,BRN,1990,,71232.7890625,261936
Brunei,High income,BRN,1871,,,6659
Brunei,High income,BRN,1991,,71405.375,269869
Brunei,High income,BRN,2014,,64190.82421875,416670
Brunei,High income,BRN,1984,,,214701
Brunei,High income,BRN,1873,,,7059
Brunei,High income,BRN,1912,,,23448
Brunei,High income,BRN,2010,45,67753.421875,396064
Brunei,High income,BRN,1983,,,207541
Brunei,High income,BRN,2011,46,69388.8125,401515
Brunei,High income,BRN,1870,,,6633
Brunei,High income,BRN,1910,,,23033
Brunei,High income,BRN,1913,,,23854
Brunei,High income,BRN,1831,,,2851
Brunei,High income,BRN,1900,,,16910
Brunei,High income,BRN,1901,,,17467
Brunei,High income,BRN,2006,47,71843.5234375,372814
Brunei,High income,BRN,2009,46,66851.1171875,390322
Brunei,High income,BRN,2008,47,68856.1640625,384579
Brunei,High income,BRN,2016,,60867.29296875,426001
Brunei,High income,BRN,1869,,,6455
Brunei,High income,BRN,1868,,,6285
Brunei,High income,BRN,1887,,,11089
Brunei,High income,BRN,1909,,,22433
Brunei,High income,BRN,1710,,,6226
Brunei,High income,BRN,1902,,,18044
Brunei,High income,BRN,2015,,63147.484375,421449
Brunei,High income,BRN,1700,,,6000
Brunei,High income,BRN,1904,,,19253
Brunei,High income,BRN,2017,,60994.53125,430290
Brunei,High income,BRN,1907,,,21188
Brunei,High income,BRN,1908,,,21818
Brunei,High income,BRN,1867,,,6123
Brunei,High income,BRN,2007,47,71051.7109375,378761
Brunei,High income,BRN,1883,,,9739
Brunei,High income,BRN,1898,,,15847
Brunei,High income,BRN,1996,49,72695.1484375,306210
Brunei,High income,BRN,1997,50,69939.9765625,313224
Brunei,High income,BRN,1835,,,3094
Brunei,High income,BRN,1914,,,24268
Brunei,High income,BRN,1915,,,24688
Brunei,High income,BRN,1740,,,8083
Brunei,High income,BRN,1989,,,253824
Brunei,High income,BRN,1906,,,20545
Brunei,High income,BRN,2021,,,445382
Brunei,High income,BRN,2020,,62200.8828125,441736
Brunei,High income,BRN,1882,,,9428
Brunei,High income,BRN,1982,,,200642
Brunei,High income,BRN,1600,,,4999
Brunei,High income,BRN,1947,,,45195
Brunei,High income,BRN,1830,,,2793
Brunei,High income,BRN,1985,,,222134
Brunei,High income,BRN,1836,,,3158
Brunei,High income,BRN,1730,,,7409
Brunei,High income,BRN,1987,,,237727
Brunei,High income,BRN,1876,,,7760
Brunei,High income,BRN,1877,,,8016
Brunei,High income,BRN,2018,,60389.18359375,434283
Brunei,High income,BRN,1300,,,4400
Brunei,High income,BRN,1400,,,4800
Brunei,High income,BRN,1500,,,4000
Brunei,High income,BRN,1881,,,9127
Brunei,High income,BRN,1964,,,102921
Brunei,High income,BRN,1886,,,10735
Brunei,High income,BRN,1833,,,2970
Brunei,High income,BRN,1999,50,68540.8203125,327058
Brunei,High income,BRN,2000,51,69022.8828125,333937
Brunei,High income,BRN,1837,,,3224
Brunei,High income,BRN,1988,,,245746
Brunei,High income,BRN,1100,,,2400
Brunei,High income,BRN,1905,,,19889
Brunei,High income,BRN,1878,,,8280
Brunei,High income,BRN,2019,,62098.01171875,438058
Brunei,High income,BRN,1880,,,8836
Brunei,High income,BRN,1994,49,71176.34375,291950
Brunei,High income,BRN,1995,49,72446.8984375,299108
Brunei,High income,BRN,100,,,117
Brunei,High income,BRN,1899,,,16370
Brunei,High income,BRN,1834,,,3031
Brunei,High income,BRN,1953,,,57195
Brunei,High income,BRN,500,,,592
Brunei,High income,BRN,1838,,,3290
Brunei,High income,BRN,1750,,,8817
Brunei,High income,BRN,1916,,,25116
Brunei,High income,BRN,2003,48,71483.1796875,354049
Brunei,High income,BRN,2004,47,70616.6171875,360472
Brunei,High income,BRN,2005,46,69787.8203125,366728
Brunei,High income,BRN,1866,,,5969
Brunei,High income,BRN,1829,,,2738
Brunei,High income,BRN,1920,,,26825
Brunei,High income,BRN,1948,,,45616
Brunei,High income,BRN,300,,,263
Brunei,High income,BRN,400,,,395
Brunei,High income,BRN,1951,,,51113
Brunei,High income,BRN,1903,,,18639
Brunei,High income,BRN,700,,,1333
Brunei,High income,BRN,1893,,,13473
Brunei,High income,BRN,1959,,,81067
Brunei,High income,BRN,1917,,,25551
Brunei,High income,BRN,1879,,,8553
Brunei,High income,BRN,1962,,,93853
Brunei,High income,BRN,1963,,,98292
Brunei,High income,BRN,0,,,78
Brunei,High income,BRN,-10000,,,8
Brunei,High income,BRN,1949,,,46542
Brunei,High income,BRN,1950,,,48290
Brunei,High income,BRN,1889,,,11833
Brunei,High income,BRN,1954,,,60608
Brunei,High income,BRN,1955,,,64283
Brunei,High income,BRN,2002,50,70771.6015625,347470
Brunei,High income,BRN,1892,,,13043
Brunei,High income,BRN,1894,,,13918
Brunei,High income,BRN,1895,,,14377
Brunei,High income,BRN,1981,,,194106
Brunei,High income,BRN,1896,,,14851
Brunei,High income,BRN,1946,,,44778
Brunei,High income,BRN,1856,,,4773
